"FID","FNAME","FADDRESS","FCITY","FSTATE","FZIPCODE","FCOUNTY","FPHONE","FLATITUDE","FOWNERSHIP","HID","FLONGITUDE","FMODIFIED"
"370192","NORTHWEST SURGICAL HOSPITAL","9204 NORTH MAY AVENUE","OKLAHOMA CITY","OK","73120","OKLAHOMA","(405) 848-1918","POINT (-97.567159 35.564166)","","","",""
"370089","NORTHEASTERN HEALTH SYSTEM","1400 EAST DOWNING STREET","TAHLEQUAH","OK","74465","CHEROKEE","(918) 456-0641","POINT (-94.950558 35.915326)","","","",""
"340087","MISSION HOSPITAL MCDOWELL","430 RANKIN DRIVE P O BOX 730","MARION","NC","28752","MC DOWELL","(828) 659-5000","POINT (-82.021772 35.665187)","","","",""
"351315","CHI OAKES HOSPITAL","1200 N 7TH ST","OAKES","ND","58474","DICKEY","(701) 742-3291","POINT (-98.090433 46.150796)","","","",""
"361302","TRINITY HOSPITAL TWIN CITY","819 NORTH FIRST STREET","DENNISON","OH","44621","TUSCARAWAS","(740) 922-2800","POINT (-81.335874 40.401464)","","","",""
"340075","CAROLINAS HEALTHCARE SYSTEM-BLUE RIDGE","2201 S STERLING ST","MORGANTON","NC","28655","BURKE","(828) 580-5000","POINT (-81.658223 35.723793)","","","",""
"340047","NORTH CAROLINA BAPTIST HOSPITAL","MEDICAL CENTER BOULEVARD","WINSTON-SALEM","NC","27157","FORSYTH","(336) 716-2011","","","","",""
"330350","UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE )","445 LENOX ROAD","BROOKLYN","NY","11203","KINGS","(718) 270-1000","POINT (-73.94516 40.654457)","","","",""
"340142","CARTERET GENERAL HOSPITAL","3500 ARENDELL ST","MOREHEAD CITY","NC","28557","CARTERET","(252) 808-6000","POINT (-76.75413 34.724814)","","","",""
"360161","MH ST JOSEPH WARREN HOSPITAL","667 EASTLAND AVE SE","WARREN","OH","44481","TRUMBULL","(330) 841-4016","POINT (-80.778347 41.230955)","","","",""
"330261","PHELPS MEMORIAL HOSPITAL ASSN","701 NORTH BROADWAY","SLEEPY HOLLOW","NY","10591","WESTCHESTER","(914) 366-3000","POINT (-73.859639 41.107555)","","","",""
"370025","SAINT FRANCIS HOSPITAL MUSKOGEE","300 ROCKEFELLER DRIVE","MUSKOGEE","OK","74401","MUSKOGEE","(918) 682-5501","POINT (-95.406187 35.753648)","","","",""
"50663","LOS ANGELES COMMUNITY HOSPITAL","4081 E OLYMPIC BLVD","LOS ANGELES","CA","90023","LOS ANGELES","(323) 267-0477","POINT (-118.186461 34.018874)","","","",""
"360096","EAST LIVERPOOL CITY HOSPITAL","425 WEST 5TH STREET","EAST LIVERPOOL","OH","43920","COLUMBIANA","(330) 385-7200","POINT (-80.586218 40.621409)","Voluntary non-profit - Private","","",""
"361312","MERCY HEALTH - URBANA HOSPITAL","904 SCIOTO STREET","URBANA","OH","43078","CHAMPAIGN","(937) 653-5231","POINT (-83.730252 40.106725)","","","",""
"330286","GOOD SAMARITAN HOSPITAL MEDICAL CENTER","1000 MONTAUK HIGHWAY","WEST ISLIP","NY","11795","SUFFOLK","(631) 376-3000","POINT (-73.286321 40.696807)","","","",""
"361332","HIGHLAND DISTRICT HOSPITAL","1275 NORTH HIGH STREET","HILLSBORO","OH","45133","HIGHLAND","(937) 393-6100","POINT (-83.608771 39.221576)","Government - Hospital District or Authority","1440","",""
"370214","LINDSAY MUNICIPAL HOSPITAL","1305 W CHEROKEE STREET - HIGHWAY 19 WEST","LINDSAY","OK","73052","GARVIN","(405) 756-1404","","","","",""
"351320","UNITY MEDICAL CENTER","164 W 13TH STREET","GRAFTON","ND","58237","WALSH","(701) 352-1620","POINT (-97.413829 48.411484)","","","",""
"331320","COBLESKILL REGIONAL HOSPITAL","178 GRANDVIEW DRIVE","COBLESKILL","NY","12043","SCHOHARIE","(518) 254-3456","POINT (-74.482987 42.686224)","","","",""
"370228","BAILEY MEDICAL CENTER, LLC","10502 NORTH 110TH EAST AVENUE","OWASSO","OK","74055","TULSA","(918) 376-8000","POINT (-95.851684 36.304717)","","","",""
"361324","OHIOHEALTH SHELBY HOSPITAL","199 WEST MAIN STREET","SHELBY","OH","44875","RICHLAND","(419) 342-5015","POINT (-82.674035 40.881214)","","","",""
"360065","FISHER-TITUS HOSPITAL","272 BENEDICT AVENUE","NORWALK","OH","44857","HURON","(419) 668-8101","POINT (-82.602008 41.226034)","","","",""
"370054","GRADY MEMORIAL HOSPITAL","2220 IOWA STREET","CHICKASHA","OK","73018","GRADY","(405) 224-2300","POINT (-97.473923 35.224509)","","","",""
"340013","RUTHERFORD REGIONAL MEDICAL CENTER","288 SOUTH RIDGECREST AVE","RUTHERFORDTON","NC","28139","RUTHERFORD","(828) 286-5000","POINT (-81.964842 35.363396)","","","",""
"360058","MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL","800 WEST MAIN STREET","COLDWATER","OH","45828","MERCER","(419) 678-4843","POINT (-84.638243 40.479782)","","","",""
"370001","HILLCREST MEDICAL CENTER","1120 SOUTH UTICA AVENUE","TULSA","OK","74104","TULSA","(918) 579-1000","POINT (-95.967141 36.147164)","","","",""
"330226","UNITY HOSPITAL OF ROCHESTER","1555 LONG POND ROAD","ROCHESTER","NY","14626","MONROE","(585) 723-7000","POINT (-77.701464 43.191544)","","","",""
"340049","NORTH CAROLINA SPECIALTY HOSPITAL","3916 BEN FRANKLIN BOULEVARD","DURHAM","NC","27704","DURHAM","(919) 956-9300","POINT (-78.897548 36.042865)","","","",""
"340168","WILMINGTON TREATMENT CENTER","2520 TROY DRIVE","WILMINGTON","NC","28401","NEW HANOVER","(910) 762-2727","POINT (-77.928549 34.1949)","","","",""
"370166","WAGONER COMMUNITY HOSPITAL","1200 WEST CHEROKEE STREET","WAGONER","OK","74467","WAGONER","(918) 485-5514","POINT (-95.392377 35.959911)","","","",""
"360070","MERCY MEDICAL CENTER","1320 MERCY DRIVE NW","CANTON","OH","44708","STARK","(330) 489-1080","POINT (-81.397069 40.812321)","","","",""
"370094","ALLIANCEHEALTH MIDWEST","2825 PARKLAWN DRIVE","MIDWEST CITY","OK","73110","OKLAHOMA","(405) 610-8585","POINT (-97.392925 35.466527)","","","",""
"360118","OHIOHEALTH MANSFIELD HOSPITAL","335 GLESSNER AVENUE","MANSFIELD","OH","44903","RICHLAND","(419) 526-8000","POINT (-82.529517 40.753365)","","","",""
"330406","SUNNYVIEW HOSPITAL AND REHABILITATION CENTER","1270 BELMONT AVENUE","SCHENECTADY","NY","12308","SCHENECTADY","(518) 386-3580","POINT (-73.91386 42.822229)","","","",""
"330196","CONEY ISLAND HOSPITAL CENTER","2601 OCEAN PARKWAY","BROOKLYN","NY","11235","KINGS","(718) 616-3000","POINT (-73.966285 40.58494)","","","",""
"360027","AKRON GENERAL MEDICAL CENTER","1 AKRON GENERAL AVENUE","AKRON","OH","44307","SUMMIT","(330) 344-6000","POINT (-81.532787 41.077859)","","","",""
"340107","VIDANT EDGECOMBE HOSPITAL","111 HOSPITAL DR","TARBORO","NC","27886","EDGECOMBE","(252) 641-7700","POINT (-77.556994 35.921885)","","","",""
"360351","CRYSTAL CLINIC ORTHOPAEDIC CENTER","444 NORTH MAIN STREET","AKRON","OH","44310","SUMMIT","(330) 670-4118","POINT (-81.512155 41.09707)","","","",""
"340148","NOVANT HEALTH MEDICAL PARK HOSPITAL","1950 S HAWTHORNE RD","WINSTON-SALEM","NC","27103","FORSYTH","(336) 718-0600","POINT (-80.295715 36.078159)","","","",""
"370236","INTEGRIS HEALTH EDMOND","4801 INTEGRIS PARKWAY","EDMOND","OK","73034","OKLAHOMA","(405) 657-3000","POINT (-97.420038 35.643593)","","","",""
"330396","WOODHULL MEDICAL & MENTAL HEALTH CENTER","760 BROADWAY","BROOKLYN","NY","11206","KINGS","(718) 963-8100","POINT (-73.941557 40.700512)","","","",""
"361323","AULTMAN ORRVILLE HOSPITAL","832 SOUTH MAIN STREET","ORRVILLE","OH","44667","WAYNE","(330) 682-3010","POINT (-81.764578 40.832081)","","","",""
"340114","REX HOSPITAL","4420 LAKE BOONE TRAIL","RALEIGH","NC","27607","WAKE","(919) 784-3100","POINT (-78.705032 35.815458)","","","",""
"330393","STONY BROOK UNIVERSITY HOSPITAL","HEALTH SCIENCES CENTER SUNY","STONY BROOK","NY","11794","SUFFOLK","(631) 444-4000","","","","",""
"351327","ST ALOISIUS MEDICAL CENTER","325 E BREWSTER ST","HARVEY","ND","58341","WELLS","(701) 324-4651","POINT (-99.933089 47.767687)","","","",""
"370106","INTEGRIS SOUTHWEST MEDICAL CENTER","4401 SOUTH WESTERN AVENUE","OKLAHOMA CITY","OK","73109","OKLAHOMA","(405) 636-7000","POINT (-97.530196 35.422535)","","","",""
"351322","ASHLEY MEDICAL CENTER","612 CENTER AVENUE N","ASHLEY","ND","58413","MCINTOSH","(701) 288-3433","POINT (-99.371715 46.040188)","","","",""
"341318","VIDANT CHOWAN HOSPITAL","211 VIRGINIA RD","EDENTON","NC","27932","CHOWAN","(252) 482-8451","POINT (-76.609093 36.070774)","","","",""
"360147","MARIETTA MEMORIAL HOSPITAL","401 MATTHEW STREET","MARIETTA","OH","45750","WASHINGTON","(740) 374-1400","POINT (-81.464717 39.431621)","","","",""
"351310","SAKAKAWEA MEDICAL CENTER - CAH","510 8TH AVENUE NE","HAZEN","ND","58545","MERCER","(701) 748-2225","POINT (-101.61156 47.298286)","","","",""
"340171","NOVANT HEALTH MATTHEWS MEDICAL CENTER","1500 MATTHEWS TWNSHP PRKWY BOX 3310","MATTHEWS","NC","28106","MECKLENBURG","(704) 384-6500","","","","",""
"330279","MERCY HOSPITAL OF BUFFALO","565 ABBOTT ROAD","BUFFALO","NY","14220","ERIE","(716) 826-7000","POINT (-78.811876 42.847875)","","","",""
"341304","VIDANT BERTIE  HOSPITAL","1403 SOUTH KINGS STREET","WINDSOR","NC","27983","BERTIE","(252) 794-6600","POINT (-76.928183 35.989355)","","","",""
"331313","SCHUYLER HOSPITAL, INC","220 STEUBEN STREET","MONTOUR FALLS","NY","14865","SCHUYLER","(607) 530-7121","POINT (-76.858842 42.351453)","","","",""
"361314","MAGRUDER HOSPITAL","615 FULTON ST","PORT CLINTON","OH","43452","OTTAWA","(419) 734-3131","POINT (-82.933788 41.505571)","","","",""
"351331","TOWNER COUNTY MEDICAL CENTER","HWY 281 N","CANDO","ND","58324","TOWNER","(701) 968-4411","","","","",""
"370083","PUSHMATAHA COUNTY TOWN OF ANTLERS HOSPITAL","510 EAST MAIN STREET","ANTLERS","OK","74523","PUSHMATAHA","(580) 298-3341","POINT (-95.615603 34.231717)","","","",""
"351313","SOUTHWEST HEALTHCARE SERVICES","802 2ND ST NW","BOWMAN","ND","58623","BOWMAN","(701) 523-5265","POINT (-103.406713 46.184191)","","","",""
"360145","UNIVERSITY HOSPITALS - ELYRIA MEDICAL CENTER","630 EAST RIVER STREET","ELYRIA","OH","44035","LORAIN","(440) 329-7500","POINT (-82.097791 41.366935)","","","",""
"370215","OKLAHOMA HEART HOSPITAL, LLC","4050 WEST MEMORIAL ROAD","OKLAHOMA CITY","OK","73120","OKLAHOMA","(405) 608-3200","POINT (-97.596201 35.609035)","","","",""
"330394","UNITED HEALTH SERVICES HOSPITALS, INC","10-42 MITCHELL AVENUE","BINGHAMTON","NY","13903","BROOME","(607) 763-6000","POINT (-75.914166 42.088097)","","","",""
"340131","CAROLINA EAST MEDICAL CENTER","2000 NEUSE BLVD","NEW BERN","NC","28560","CRAVEN","(252) 633-8640","POINT (-77.066216 35.111893)","","","",""
"370014","ALLIANCEHEALTH DURANT","1800 UNIVERSITY BOULEVARD","DURANT","OK","74702","BRYAN","(405) 924-3080","POINT (-96.395055 34.004903)","","","",""
"340068","COLUMBUS REGIONAL HEALTHCARE SYSTEM","500 JEFFERSON ST","WHITEVILLE","NC","28472","COLUMBUS","(910) 642-8011","POINT (-78.693644 34.338657)","","","",""
"360155","SOUTHWEST GENERAL HEALTH CENTER","18697 BAGLEY ROAD","MIDDLEBURG HEIGHTS","OH","44130","CUYAHOGA","(440) 816-6701","POINT (-81.83291 41.37208)","","","",""
"370022","JACKSON COUNTY MEMORIAL HOSPITAL AUTHORITY","1200 EAST PECAN ST","ALTUS","OK","73521","JACKSON","(580) 379-5000","POINT (-99.319119 34.635273)","","","",""
"340133","MARTIN GENERAL HOSPITAL","310 S MCCASKEY RD P O BOX 1128","WILLIAMSTON","NC","27892","MARTIN","(252) 809-6179","POINT (-77.071178 35.840477)","","","",""
"360008","SOUTHERN OHIO MEDICAL CENTER","1805 27TH STREET","PORTSMOUTH","OH","45662","SCIOTO","(740) 356-5000","POINT (-82.977832 38.753913)","","","",""
"351325","ST LUKE'S HOSPITAL","702 1ST ST SW","CROSBY","ND","58730","DIVIDE","(701) 965-6384","POINT (-103.29823 48.906708)","","","",""
"360056","MERCY HEALTH - FAIRFIELD HOSPITAL","3000 MACK ROAD","FAIRFIELD","OH","45014","BUTLER","(513) 870-7197","POINT (-84.519501 39.310902)","","","",""
"340027","UNC LENOIR HEALTH CARE","100 AIRPORT RD","KINSTON","NC","28501","LENOIR","(252) 522-7000","POINT (-77.581407 35.290955)","","","",""
"370229","ALLIANCEHEALTH SEMINOLE","2401 WRANGLER BOULEVARD","SEMINOLE","OK","74868","SEMINOLE","(405) 303-4050","POINT (-96.699013 35.246464)","","","",""
"360203","SOUTHEASTERN OHIO REGIONAL MEDICAL CENTER","1341 NORTH CLARK STREET","CAMBRIDGE","OH","43725","GUERNSEY","(740) 439-8000","POINT (-81.576734 40.040272)","","","",""
"330395","ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE","327 BEACH 19TH STREET","FAR ROCKAWAY","NY","11691","QUEENS","(718) 869-7000","POINT (-73.75268 40.598675)","","","",""
"341327","J ARTHUR DOSHER MEMORIAL HOSPITAL","924 HOWE ST","SOUTHPORT","NC","28461","BRUNSWICK","(910) 457-3800","POINT (-78.022194 33.929038)","","","",""
"361313","MORROW COUNTY HOSPITAL","651 WEST MARION ROAD","MOUNT GILEAD","OH","43338","MORROW","(419) 946-5015","POINT (-82.849274 40.549238)","","","",""
"360035","MOUNT CARMEL WEST","793 WEST STATE STREET","COLUMBUS","OH","43222","FRANKLIN","(614) 234-5000","POINT (-83.020824 39.957782)","","","",""
"340042","ONSLOW MEMORIAL HOSPITAL","317 WESTERN BOULEVARD","JACKSONVILLE","NC","28540","ONSLOW","(910) 577-2345","POINT (-77.382571 34.762285)","","","",""
"330265","CLIFTON SPRINGS HOSPITAL AND CLINIC","2 COULTER ROAD","CLIFTON SPRINGS","NY","14432","ONTARIO","(315) 462-9561","POINT (-77.139252 42.960473)","","","",""
"370020","MERCY HOSPITAL ADA","430 NORTH MONTE VISTA","ADA","OK","74820","PONTOTOC","(580) 332-2323","POINT (-96.634813 34.778068)","","","",""
"351306","COOPERSTOWN MEDICAL CENTER","1200 ROBERTS AVE NE","COOPERSTOWN","ND","58425","GRIGGS","(701) 797-2221","POINT (-98.11855 47.445624)","","","",""
"360098","LAKE HEALTH","7590 AUBURN ROAD","CONCORD","OH","44077","LAKE","(440) 953-9600","POINT (-81.24466 41.664251)","","","",""
"351328","LINTON HOSPITAL - CAH","518 NORTH BROADWAY","LINTON","ND","58552","EMMONS","(701) 254-4511","POINT (-100.232871 46.271063)","","","",""
"340126","WILSON MEDICAL CENTER","1705 S TARBORO ST","WILSON","NC","27893","WILSON","(252) 399-8040","POINT (-77.944047 35.720524)","Voluntary non-profit - Private","","",""
"360089","MERCY HEALTH - TIFFIN HOSPITAL","45 ST LAWRENCE DRIVE","TIFFIN","OH","44883","SENECA","(419) 455-7000","POINT (-83.217094 41.105138)","","","",""
"341314","WASHINGTON COUNTY HOSP INC","958 US HWY 64 EAST","PLYMOUTH","NC","27962","WASHINGTON","(252) 793-4135","POINT (-76.755838 35.847984)","","","",""
"361321","BARNESVILLE HOSPITAL ASSOCIATION, INC","639 WEST MAIN STREET","BARNESVILLE","OH","43713","BELMONT","(740) 425-5101","POINT (-81.188394 39.992069)","","","",""
"370173","CLAREMORE INDIAN HOSPITAL","101 SOUTH MOORE AVE","CLAREMORE","OK","74017","ROGERS","(918) 341-8430","POINT (-95.628262 36.315655)","","","",""
"360046","MCCULLOUGH-HYDE MEMORIAL HOSPITAL","110 NORTH POPLAR STREET","OXFORD","OH","45056","BUTLER","(513) 524-5640","POINT (-84.740815 39.51218)","","","",""
"340147","NASH GENERAL HOSPITAL","2460 CURTIS ELLIS DRIVE","ROCKY MOUNT","NC","27804","NASH","(252) 443-8000","POINT (-77.848919 35.973443)","","","",""
"350006","TRINITY HOSPITALS","407 3RD ST SE","MINOT","ND","58701","WARD","(701) 857-5000","POINT (-101.288452 48.232479)","","","",""
"370212","OKLAHOMA CENTER FOR ORTHOPAEDIC & MULTI-SP","8100 SOUTH WALKER BLDG C","OKLAHOMA CITY","OK","73139","OKLAHOMA","(405) 602-6500","POINT (-97.521271 35.385689)","","","",""
"331307","CLIFTON FINE HOSPITAL","1014 OSWEGATCHIE TRAIL","STAR LAKE","NY","13690","ST. LAWRENCE","(315) 848-3351","POINT (-75.055964 44.162953)","","","",""
"363308","SHRINERS HOSPITALS FOR CHILDREN - CINCINNATI","3229 BURNETT AVENUE","CINCINNATI","OH","45229","HAMILTON","(513) 872-6000","POINT (-84.500755 39.137695)","","","",""
"370235","ST JOHN BROKEN ARROW, INC","1000 WEST BOISE CIRCLE","BROKEN ARROW","OK","74012","TULSA","(918) 994-8100","POINT (-95.801578 36.076843)","","","",""
"340051","WATAUGA MEDICAL CENTER","336 DEERFIELD ROAD","BOONE","NC","28607","WATAUGA","(828) 263-1211","POINT (-81.652423 36.198753)","","","",""
"341302","OUR COMMUNITY HOSPITAL","921 JUNIOR HIGH ROAD","SCOTLAND NECK","NC","27874","HALIFAX","(252) 826-4144","","","","",""
"340173","WAKEMED","1900 KILDARE FARM ROAD","CARY","NC","27518","WAKE","(919) 350-2550","POINT (-78.779918 35.740188)","","","",""
"361307","UHHS MEMORIAL HOSPITAL OF GENEVA","870 WEST MAIN STREET","GENEVA","OH","44041","ASHTABULA","(440) 466-1141","POINT (-80.962277 41.800233)","","","",""
"330267","NEW YORK-PRESBYTERIAN/HUDSON VALLEY HOSPITAL","1980 CROMPOND ROAD","CORTLANDT MANOR","NY","10567","WESTCHESTER","(914) 734-3611","POINT (-73.893601 41.291457)","","","",""
"351301","MOUNTRAIL COUNTY MEDICAL CENTER INC","615 6TH ST SE","STANLEY","ND","58784","MOUNTRAIL","(701) 628-2424","POINT (-102.380869 48.312504)","","","",""
"361308","UNIVERSITY HOSPITALS CONNEAUT MEDICAL CENTER","158 WEST MAIN ROAD","CONNEAUT","OH","44030","ASHTABULA","(440) 593-1131","POINT (-80.586459 41.93692)","","","",""
"351334","CHI ST ALEXIUS HEALTH WILLISTON","1301 15TH AVE W","WILLISTON","ND","58801","WILLIAMS","(701) 774-7400","POINT (-103.645437 48.154332)","","","",""
"360230","HILLCREST HOSPITAL","6780 MAYFIELD ROAD","MAYFIELD HEIGHTS","OH","44124","CUYAHOGA","(440) 312-4500","POINT (-81.434345 41.520133)","","","",""
"330205","ST ANTHONY COMMUNITY HOSPITAL","15 MAPLE AVENUE -19","WARWICK","NY","10990","ORANGE","(845) 986-2276","POINT (-74.356945 41.261094)","","","",""
"340123","RANDOLPH HOSPITAL","364 WHITE OAK STREET","ASHEBORO","NC","27204","RANDOLPH","(336) 625-5151","POINT (-79.814825 35.711958)","","","",""
"360037","ST VINCENT CHARITY MEDICAL CENTER","2351 EAST 22ND STREET","CLEVELAND","OH","44115","CUYAHOGA","(216) 861-6200","POINT (-81.674275 41.495695)","","","",""
"360080","EAST OHIO REGIONAL HOSPITAL","90 NORTH FOURTH STREET","MARTINS FERRY","OH","43935","BELMONT","(740) 633-4205","POINT (-80.720889 40.098644)","","","",""
"331312","DELAWARE VALLEY HOSPITAL, INC","1 TITUS PLACE","WALTON","NY","13856","DELAWARE","(607) 865-2188","POINT (-75.128087 42.165522)","","","",""
"330264","ST LUKE'S CORNWALL HOSPITAL","70 DUBOIS STREET","NEWBURGH","NY","12550","ORANGE","(845) 561-4400","POINT (-74.015176 41.503744)","","","",""
"360352","SURGICAL HOSPITAL AT SOUTHWOODS","7630 SOUTHERN BLVD","YOUNGSTOWN","OH","44512","MAHONING","(330) 729-8000","POINT (-80.653439 41.015355)","","","",""
"340109","SENTARA ALBEMARLE MEDICAL CENTER","1144 N ROAD ST","ELIZABETH CITY","NC","27909","PASQUOTANK","(252) 335-0531","POINT (-76.22002 36.32153)","","","",""
"330197","CANTON-POTSDAM HOSPITAL","50 LEROY STREET","POTSDAM","NY","13676","ST. LAWRENCE","(315) 265-3300","POINT (-74.981451 44.676085)","","","",""
"360359","UNIVERSITY HOSPITALS AHUJA MEDICAL CENTER","3999 RICHMOND ROAD","BEACHWOOD","OH","44122","CUYAHOGA","(216) 593-5510","POINT (-81.497708 41.453271)","","","",""
"341323","CHARLES A CANNON JR MEMORIAL HOSPITAL","434 HOSPITAL DRIVE","LINVILLE","NC","28646","AVERY","(828) 737-7000","POINT (-81.885678 36.06748)","","","",""
"360354","WEST CHESTER HOSPITAL, LLC","7700 UNIVERSITY DRIVE","WEST CHESTER","OH","45069","BUTLER","(513) 298-7700","POINT (-84.36717 39.358248)","","","",""
"341311","CHATHAM HOSPITAL INC","475 PROGRESS BLVD","SILER CITY","NC","27344","CHATHAM","(919) 799-4000","POINT (-79.422261 35.72351)","","","",""
"331316","COMMUNITY MEMORIAL HOSPITAL, INC","150 BROAD STREET","HAMILTON","NY","13346","MADISON","(315) 824-1100","POINT (-75.541908 42.813906)","","","",""
"360276","MH ST ELIZABETH BOARDMAN HOSPITAL","8401 MARKET STREET","BOARDMAN","OH","44512","MAHONING","(330) 729-2929","POINT (-80.662744 40.994956)","","","",""
"361327","COMMUNITY HOSPITALS AND WELLNESS CENTERS","909 EAST SNYDER AVENUE","MONTPELIER","OH","43543","WILLIAMS","(419) 485-3154","POINT (-84.595516 41.589321)","","","",""
"330331","PLAINVIEW HOSPITAL","888 OLD COUNTRY ROAD","PLAINVIEW","NY","11803","NASSAU","(516) 719-3000","POINT (-73.478063 40.774456)","","","",""
"330245","ST ELIZABETH MEDICAL CENTER","2209 GENESEE STREET","UTICA","NY","13501","ONEIDA","(315) 798-8100","POINT (-75.267158 43.083646)","","","",""
"360082","EUCLID HOSPITAL","18901 LAKE SHORE BOULEVARD","EUCLID","OH","44119","CUYAHOGA","(216) 531-9000","POINT (-81.547421 41.596734)","","","",""
"360087","LUTHERAN HOSPITAL","1730 WEST 25TH STREET","CLEVELAND","OH","44113","CUYAHOGA","(216) 696-4300","POINT (-81.705834 41.487243)","","","",""
"360159","ADENA REGIONAL MEDICAL CENTER","272 HOSPITAL ROAD","CHILLICOTHE","OH","45601","ROSS","(740) 779-7500","POINT (-82.969781 39.394593)","","","",""
"330241","UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER","750 EAST ADAMS STREET","SYRACUSE","NY","13210","ONONDAGA","(315) 473-4240","POINT (-76.139323 43.042677)","","","",""
"330403","MONROE COMMUNITY HOSPITAL","435 EAST HENRIETTA ROAD","ROCHESTER","NY","14620","MONROE","(585) 760-6500","POINT (-77.616078 43.111856)","","","",""
"330405","HELEN HAYES HOSPITAL","51 NORTH ROUTE 9W","WEST HAVERSTRAW","NY","10993","ROCKLAND","(845) 786-4000","POINT (-73.985768 41.212779)","","","",""
"41311","HOWARD MEMORIAL HOSPITAL","130 MEDICAL CIRCLE","NASHVILLE","AR","71852","HOWARD","(870) 845-4400","POINT (-93.880772 33.950926)","","","",""
"41314","DEWITT HOSPITAL & NURSING HOME, INC","1641 WHITEHEAD DRIVE","DE WITT","AR","72042","ARKANSAS","(870) 946-3571","POINT (-91.336892 34.279598)","","","",""
"41320","LITTLE RIVER MEMORIAL HOSPITAL","451 WEST LOCKE STREET","ASHDOWN","AR","71822","LITTLE RIVER","(870) 898-5011","POINT (-94.135025 33.669572)","","","",""
"41326","DELTA MEMORIAL HOSPITAL","811 HIGHWAY 65 SOUTH","DUMAS","AR","71639","DESHA","(870) 382-4303","POINT (-91.4815 33.873294)","","","",""
"41329","MERCY HOSPITAL BERRYVILLE","214 CARTER STREET","BERRYVILLE","AR","72616","CARROLL","(870) 423-3355","POINT (-93.551993 36.358225)","","","",""
"50007","MILLS-PENINSULA MEDICAL CENTER","1501 TROUSDALE DRIVE","BURLINGAME","CA","94010","SAN MATEO","(650) 696-5270","POINT (-122.383356 37.594398)","","","",""
"50017","MERCY GENERAL HOSPITAL","4001 J ST","SACRAMENTO","CA","95819","SACRAMENTO","(916) 453-4453","POINT (-121.452482 38.569385)","","","",""
"50024","PARADISE VALLEY HOSPITAL","2400 EAST 4TH ST","NATIONAL CITY","CA","91950","SAN DIEGO","(619) 470-4321","POINT (-117.083243 32.686336)","","","",""
"490057","SENTARA VIRGINIA BEACH GENERAL HOSPITAL","1060 FIRST COLONIAL ROAD","VIRGINIA BEACH","VA","23454","VIRGINIA BEACH CITY","(757) 395-8000","POINT (-76.028342 36.864158)","Voluntary non-profit - Other","","",""
"50030","OROVILLE HOSPITAL","2767 OLIVE HIGHWAY","OROVILLE","CA","95966","BUTTE","(530) 533-8500","POINT (-121.542106 39.504535)","","","",""
"50054","SAN GORGONIO MEMORIAL HOSPITAL","600 NORTH HIGHLAND SPRINGS AVENUE","BANNING","CA","92220","RIVERSIDE","(951) 845-1121","","","","",""
"50060","COMMUNITY REGIONAL MEDICAL CENTER","2823 FRESNO STREET","FRESNO","CA","93721","FRESNO","(559) 459-6000","POINT (-119.783023 36.742583)","","","",""
"50067","OAK VALLEY HOSPITAL DISTRICT","350 S OAK AVE","OAKDALE","CA","95361","STANISLAUS","(209) 847-3011","POINT (-120.860363 37.758098)","","","",""
"50073","KAISER FOUNDATION HOSPITAL AND REHAB CENTER","975 SERENO DR","VALLEJO","CA","94589","SOLANO","(707) 651-1000","POINT (-122.247586 38.128437)","","","",""
"50101","SUTTER SOLANO MEDICAL CENTER","300 HOSPITAL DR","VALLEJO","CA","94589","SOLANO","(707) 554-5280","POINT (-122.238105 38.130893)","","","",""
"50103","WHITE MEMORIAL MEDICAL CENTER","1720 E CESAR AVENUE","LOS ANGELES","CA","90033","LOS ANGELES","(323) 268-5000","","","","",""
"50113","SAN MATEO MEDICAL CENTER","222 W 39TH AVE","SAN MATEO","CA","94403","SAN MATEO","(650) 573-2222","POINT (-122.299406 37.530116)","","","",""
"50133","ADVENTIST HEALTH AND RIDEOUT","726 4TH ST","MARYSVILLE","CA","95901","YUBA","(530) 749-4300","POINT (-121.593622 39.138832)","","","",""
"50137","KAISER FOUNDATION HOSPITAL - PANORAMA CITY","13652 CANTARA ST","PANORAMA CITY","CA","91402","LOS ANGELES","(818) 375-3333","POINT (-118.430299 34.219847)","","","",""
"670062","BAYLOR SCOTT AND WHITE EMERGENCY HOSPITAL AUBREY","26791 HIGHWAY 380","AUBREY","TX","76227","DENTON","(972) 347-2525","","Proprietary","","",""
"50159","VENTURA COUNTY MEDICAL CENTER","300 HILLMONT AVENUE","VENTURA","CA","93003","VENTURA","(805) 652-6075","POINT (-119.254355 34.279055)","","","",""
"50224","HOAG MEMORIAL HOSPITAL PRESBYTERIAN","ONE HOAG DRIVE","NEWPORT BEACH","CA","92663","ORANGE","(949) 764-4624","","","","",""
"490075","SOVAH HEALTH DANVILLE","142 SOUTH MAIN STREET","DANVILLE","VA","24541","DANVILLE CITY","(434) 799-2100","POINT (-79.40481 36.577072)","Proprietary","","",""
